"geo_accession"	"age"	"exclusion markers"	"genetic background"	"phenotype markers"	"separation method"	"Sex"	"NA"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"characteristics_ch1.4"	"characteristics_ch1.5"	"treatment_protocol_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"description"	"data_processing"	"platform_id"	"contact_name"	"contact_laboratory"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"relation"	"relation.1"	"relation.2"	"relation.3"	"relation.4"	"age:ch1"	"exclusion markers:ch1"	"genetic background:ch1"	"phenotype markers:ch1"	"separation method:ch1"	"Sex:ch1"
"GSM854331"	"6 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C+"	"dissection/trimming"	"male"	""	"Mo.6C+II-.BM#3"	"Public on Dec 28 2011"	"Dec 27 2011"	"Nov 12 2020"	"RNA"	"1"	"Bone marrow"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: B220neg CD3neg CD115+ Ly-6C+"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Flushed femurs and tibias, lysed with ACK buffer"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Mo.6C+II-.BM#3, B220neg CD3neg CD115+ Ly-6C+"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854331/suppl/GSM854331_EA07068_111355_MoGene_MO.6C+II-.BM_3.CEL.gz"	"24922"	"Reanalyzed by: GSE150158"	"Reanalyzed by: GSE161390"	""	""	""	"6 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C+"	"dissection/trimming"	"male"
"GSM854332"	"6 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"dissection/trimming"	"male"	""	"Mo.6C-II-.BM#1"	"Public on Dec 28 2011"	"Dec 27 2011"	"May 24 2016"	"RNA"	"1"	"Bone marrow"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Flushed femurs and tibias; RBC lysed with ACK buffer"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Mo.6C-II-.BM#1, B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854332/suppl/GSM854332_EA07068_111356_MoGene_MO.6C-II-.BM_1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"dissection/trimming"	"male"
"GSM854333"	"8 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"dissection/trimming"	"male"	""	"Mo.6C-II-.BM#2"	"Public on Dec 28 2011"	"Dec 27 2011"	"May 24 2016"	"RNA"	"1"	"Bone marrow"	"Mus musculus"	"age: 8 weeks"	"genetic background: C57BL/6J"	"phenotype markers: B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Flushed femurs and tibias; RBC lysed with ACK buffer"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Mo.6C-II-.BM#2, B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854333/suppl/GSM854333_EA07068_111357_MoGene_MO.6C-II-.BM_2.CEL.gz"	"24922"	""	""	""	""	""	"8 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"dissection/trimming"	"male"
"GSM854334"	"8 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"dissection/trimming"	"male"	""	"Mo.6C-II-.BM#3"	"Public on Dec 28 2011"	"Dec 27 2011"	"May 24 2016"	"RNA"	"1"	"Bone marrow"	"Mus musculus"	"age: 8 weeks"	"genetic background: C57BL/6J"	"phenotype markers: B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Flushed femurs and tibias; RBC lysed with ACK buffer"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Mo.6C-II-.BM#3, B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854334/suppl/GSM854334_EA07068_111358_MoGene_MO.6C-II-.BM_3.CEL.gz"	"24922"	""	""	""	""	""	"8 weeks"	NA	"C57BL/6J"	"B220neg CD3neg CD115+ Ly-6C/Glo CD43+"	"dissection/trimming"	"male"
"GSM854335"	"6 weeks"	"Lin= CD4 CD8a TCRb TCRgd CD11b CD11c NK1.1 Gr1 Ter119 CD19"	"C57BL/6J"	"Lin-/lo CD25- CD44+ cKit+"	"dissection/trimming"	"male"	NA	"preT.ETP.Th#6"	"Public on Dec 28 2011"	"Dec 27 2011"	"Jul 21 2021"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: Lin= CD4 CD8a TCRb TCRgd CD11b CD11c NK1.1 Gr1 Ter119 CD19"	"genetic background: C57BL/6J"	"phenotype markers: Lin-/lo CD25- CD44+ cKit+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Filter/syringe plunger teasing, ACK lysis  Lin+ magnetic depletion (Dynobeads), 2 rounds of sorting, 2d sort directly into trizol"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"preT.ETP.Th#6, Early T Lineage Progenitor"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854335/suppl/GSM854335_EA07068_110652_MoGene_T.ETP.TH_6.CEL.gz"	"24922"	"Reanalyzed by: GSE46349"	"Reanalyzed by: GSE180556"	""	""	""	"6 weeks"	"Lin= CD4 CD8a TCRb TCRgd CD11b CD11c NK1.1 Gr1 Ter119 CD19"	"C57BL/6J"	"Lin-/lo CD25- CD44+ cKit+"	"dissection/trimming"	"male"
"GSM854336"	"6 weeks"	"CD19 CD138 B220 IgL-kappa IgL-lamda)"	"C57BL/6J"	"Lin-/lo CD25- CD44+ cKit+"	"dissection/trimming"	"male"	NA	"preT.ETP.Th#7"	"Public on Dec 28 2011"	"Dec 27 2011"	"Jul 21 2021"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD19 CD138 B220 IgL-kappa IgL-lamda)"	"genetic background: C57BL/6J"	"phenotype markers: Lin-/lo CD25- CD44+ cKit+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Filter/syringe plunger teasing, ACK lysis  Lin+ magnetic depletion (Dynobeads), 2 rounds of sorting, 2d sort directly into trizol"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"preT.ETP.Th#7, Early T Lineage Progenitor"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854336/suppl/GSM854336_EA07068_117722_MOGENE-1_0-ST-V1_T.ETP.TH_7.CEL.gz"	"24922"	"Reanalyzed by: GSE46349"	"Reanalyzed by: GSE180556"	""	""	""	"6 weeks"	"CD19 CD138 B220 IgL-kappa IgL-lamda)"	"C57BL/6J"	"Lin-/lo CD25- CD44+ cKit+"	"dissection/trimming"	"male"
"GSM854337"	"6 weeks"	"CD19 CD138 B220 IgL-kappa IgL-lamda)"	"C57BL/6J"	"Lin-/lo CD25- CD44+ cKit+"	"dissection/trimming"	"male"	NA	"preT.ETP.Th#8"	"Public on Dec 28 2011"	"Dec 27 2011"	"Jul 21 2021"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD19 CD138 B220 IgL-kappa IgL-lamda)"	"genetic background: C57BL/6J"	"phenotype markers: Lin-/lo CD25- CD44+ cKit+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Filter/syringe plunger teasing, ACK lysis  Lin+ magnetic depletion (Dynobeads), 2 rounds of sorting, 2d sort directly into trizol"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"preT.ETP.Th#8, Early T Lineage Progenitor"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854337/suppl/GSM854337_EA07068_117723_MOGENE-1_0-ST-V1_T.ETP.TH_8.CEL.gz"	"24922"	"Reanalyzed by: GSE46349"	"Reanalyzed by: GSE180556"	""	""	""	"6 weeks"	"CD19 CD138 B220 IgL-kappa IgL-lamda)"	"C57BL/6J"	"Lin-/lo CD25- CD44+ cKit+"	"dissection/trimming"	"male"
"GSM854338"	"6 weeks"	NA	"C57BL/6J"	"CD11b+ Ly6-G+"	"dissection/trimming"	"male"	""	"GN.Arth.SynF#1"	"Public on Dec 28 2011"	"Dec 27 2011"	"May 24 2016"	"RNA"	"1"	"Synovial Fluid"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: CD11b+ Ly6-G+"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"n/a"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"GN.Arth.SynF#1"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854338/suppl/GSM854338_EA07068_121822_MOGENE-1_0-ST-V1_GN.ARTH.SYNF_1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"CD11b+ Ly6-G+"	"dissection/trimming"	"male"
"GSM854339"	"6 weeks"	NA	"C57BL/6J"	"CD11b+ Ly6-G+"	"dissection/trimming"	"male"	""	"GN.Arth.SynF#2"	"Public on Dec 28 2011"	"Dec 27 2011"	"May 24 2016"	"RNA"	"1"	"Synovial Fluid"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: CD11b+ Ly6-G+"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"n/a"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"GN.Arth.SynF#2"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854339/suppl/GSM854339_EA07068_121823_MOGENE-1_0-ST-V1_GN.ARTH.SYNF_2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"CD11b+ Ly6-G+"	"dissection/trimming"	"male"
"GSM854340"	"6 weeks"	NA	"C57BL/6J"	"CD11b+ Ly6-G+"	"dissection/trimming"	"male"	""	"GN.Arth.SynF#3"	"Public on Dec 28 2011"	"Dec 27 2011"	"May 24 2016"	"RNA"	"1"	"Synovial Fluid"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: CD11b+ Ly6-G+"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"n/a"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"GN.Arth.SynF#3"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM854nnn/GSM854340/suppl/GSM854340_EA07068_121824_MOGENE-1_0-ST-V1_GN.ARTH.SYNF_3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"CD11b+ Ly6-G+"	"dissection/trimming"	"male"
"GSM920616"	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3- CD24hi"	"dissection/trimming"	"male"	""	"Tgd.vg1+vd6-24ahi.Th#1"	"Public on Apr 21 2012"	"Apr 20 2012"	"May 24 2016"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: TCRd+ Vg1.1+ Vd6.3- CD24hi"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Glass Tissue Grinder  CD8 Dynal Magnetic Bead Depletion  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Tgd.vg1+vd6-24ahi.Th#1, Thymus TCRgammadelta Vg1.1+ CD24hi"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM920nnn/GSM920616/suppl/GSM920616_EA07068_108089_MoGene_IMMTGD.VG1+.TH.B6_1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3- CD24hi"	"dissection/trimming"	"male"
"GSM920617"	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3- CD24hi"	"dissection/trimming"	"male"	""	"Tgd.vg1+vd6-24ahi.Th#2"	"Public on Apr 21 2012"	"Apr 20 2012"	"May 24 2016"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: TCRd+ Vg1.1+ Vd6.3- CD24hi"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Glass Tissue Grinder  CD8 Dynal Magnetic Bead Depletion  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Tgd.vg1+vd6-24ahi.Th#2, Thymus TCRgammadelta Vg1.1+ CD24hi"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM920nnn/GSM920617/suppl/GSM920617_EA07068_108090_MoGene_IMMTGD.VG1+.TH.B6_2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3- CD24hi"	"dissection/trimming"	"male"
"GSM920618"	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3- CD24hi"	"dissection/trimming"	"male"	""	"Tgd.vg1+vd6-24ahi.Th#3"	"Public on Apr 21 2012"	"Apr 20 2012"	"May 24 2016"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: TCRd+ Vg1.1+ Vd6.3- CD24hi"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Glass Tissue Grinder  CD8 Dynal Magnetic Bead Depletion  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Tgd.vg1+vd6-24ahi.Th#3, Thymus TCRgammadelta Vg1.1+ CD24hi"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM920nnn/GSM920618/suppl/GSM920618_EA07068_108091_MoGene_IMMTGD.VG1+.TH.B6_3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3- CD24hi"	"dissection/trimming"	"male"
"GSM920619"	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"dissection/trimming"	"male"	""	"Tgd.vg1+vd6+24ahi.Th#1"	"Public on Apr 21 2012"	"Apr 20 2012"	"May 24 2016"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Glass Tissue Grinder  CD8 Dynal Magnetic Bead Depletion  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Tgd.vg1+vd6+24ahi.Th#1, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24hi"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM920nnn/GSM920619/suppl/GSM920619_EA07068_108092_MoGene_IMMTGD.VG1+VD6+.TH.B6_1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"dissection/trimming"	"male"
"GSM920620"	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"dissection/trimming"	"male"	""	"Tgd.vg1+vd6+24ahi.Th#2"	"Public on Apr 21 2012"	"Apr 20 2012"	"May 24 2016"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Glass Tissue Grinder  CD8 Dynal Magnetic Bead Depletion  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Tgd.vg1+vd6+24ahi.Th#2, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24hi"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM920nnn/GSM920620/suppl/GSM920620_EA07068_108093_MoGene_IMMTGD.VG1+VD6+.TH.B6_2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"dissection/trimming"	"male"
"GSM920621"	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"dissection/trimming"	"male"	""	"Tgd.vg1+vd6+24ahi.Th#3"	"Public on Apr 21 2012"	"Apr 20 2012"	"May 24 2016"	"RNA"	"1"	"thymus"	"Mus musculus"	"age: 6 weeks"	"genetic background: C57BL/6J"	"phenotype markers: TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"separation method: dissection/trimming"	"Sex: male"	""	""	"total RNA"	"Glass Tissue Grinder  CD8 Dynal Magnetic Bead Depletion  Flow Sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"Tgd.vg1+vd6+24ahi.Th#3, Thymus TCRgammadelta Vg1.1+ Vd6.3+ CD24hi"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM920nnn/GSM920621/suppl/GSM920621_EA07068_108094_MoGene_IMMTGD.VG1+VD6+.TH.B6_3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	NA	"C57BL/6J"	"TCRd+ Vg1.1+ Vd6.3+ CD24hi"	"dissection/trimming"	"male"
