GeneSymbol	VPK1	VPK2	VPK3	VPK4	WT1	WT2	WT3	WT4
Itgad	5.723433949	5.810013484	5.485581395	5.796472916	5.656053206	5.84502656	5.669666496	5.765547541
NA	10.12182554	10.39384823	10.60839423	10.11275963	10.46603433	10.25689966	10.36210145	10.10372894
NA	6.142161656	6.262473219	5.874681947	6.183033169	6.211003366	6.103188745	6.188874709	6.079943979
Slc43a2	12.33109658	12.1165203	12.11902696	12.34650332	12.31912399	12.12118792	12.39308535	12.14059699
Smc6	11.25861362	11.26019491	11.21162384	11.32401405	11.43631115	11.35902169	11.05002155	11.24263742
Xkr8	7.674058418	7.671410345	7.763335974	7.594779333	7.566945909	7.849154576	7.641010911	7.702049061
Akap5	6.313504811	6.238804268	6.250353486	6.094919696	6.30027245	6.156512394	6.307344763	6.050861634
NA	5.813234104	5.766996757	5.740755467	5.695118555	5.868794088	5.762331501	5.720228359	5.54895886
Atp13a3	11.77205535	11.66835278	11.55559524	11.79894494	11.82446068	11.78155294	11.48293773	11.75754178
Pot1b	9.005228747	8.742840775	8.736522731	8.695950056	8.843256422	8.83339694	8.744492058	8.717006229
Dcp2	10.50705339	10.5026075	10.40695573	10.60509908	10.62454754	10.55262714	10.17596867	10.56408929
Tlk2	9.936568345	9.965422083	10.10109597	10.21332366	10.02247527	10.04801159	9.986142599	10.11652591
Fam174c	6.846963645	7.130357279	7.012564178	6.792773588	7.030352448	6.932275603	7.016217379	6.902396786
NA	6.478199478	6.351692465	6.275368796	6.125297447	6.13784051	6.424423106	6.392628824	6.370069856
Siglecl1	5.770019466	5.810013484	5.833097001	5.841415307	5.601333244	5.666061453	5.957953677	5.886527829
Uqcc3	8.207050416	8.300155561	8.468864242	8.488683976	8.220749597	8.323212513	8.449729523	8.412732451
Ro60	7.127838696	7.172880166	7.098512293	7.526448257	7.196440833	7.11741223	7.171675041	7.389093082
Gm27011	5.672602719	5.720626023	5.788663838	5.695118555	5.705364699	5.762331501	5.669666496	5.668797678
NA	5.995311126	5.670030738	5.630427723	5.841415307	5.792505681	5.716292434	5.849799512	5.765547541
Abcc10	7.900168127	7.788250359	7.587232243	7.759290973	7.693153416	7.785627469	7.942324163	7.688009619
Higd2a	10.11018983	10.15433587	10.45216707	10.33653561	10.01468171	10.19973417	10.54601326	10.18616013
Thoc6	9.043933128	9.208355691	9.059394424	8.819037954	9.161617022	9.140235884	8.907792255	9.001152218
Awat1	6.086509873	6.308109139	6.299743103	6.210555673	6.057929571	6.156512394	6.284811999	6.327511404
Lrch3	8.976926704	8.830175551	8.833591137	9.159887313	9.002082408	8.946016271	8.844078111	8.964675062
NA	7.99496388	8.384234929	8.293828302	8.126451313	8.261327541	8.278313234	8.027875828	8.317391885
H2az2	10.03286024	9.925055643	10.03447213	10.06845062	9.985738759	9.704655049	10.4253619	9.736758269
Lrp6	10.10498807	10.00468711	10.16874312	10.3060913	10.24858643	10.19973417	9.855875182	10.32492144
Eif2ak2	10.19952504	10.09451093	10.17006417	10.31956613	10.21950873	10.21394509	10.15620947	10.24793779
Cbr3	6.620554375	6.783534352	6.77480933	6.808276895	6.744155387	6.462789101	6.891974422	6.780070123
Mfge8	8.993975101	9.380597634	9.107225728	9.205597013	9.230688609	8.914319637	9.49760545	9.092373768
Pex3	8.826336179	8.769280581	8.958646701	8.991940141	8.912295761	8.857856262	8.859508261	8.97599831
Adap2	7.954286262	7.357692525	7.791769961	8.181942857	7.992708963	7.567525456	8.082119662	7.815896377
Cars2	9.030230105	9.12914475	8.850249877	8.75882366	9.033382111	9.034416714	8.787104456	8.861568204
Actr1a	11.83147451	11.82485918	11.79085096	11.67394466	11.74355812	11.76235764	11.85158809	11.72284525
AU022252	8.523006156	8.557846208	8.332526438	8.214212322	8.509274121	8.50925161	8.352242501	8.34403967
F2rl3	6.168700313	6.285563174	6.224651938	6.063402844	6.057929571	6.130262026	5.849799512	6.506405393
Prkaa2	6.194468776	6.189568811	6.299743103	6.154639184	6.341964816	6.182002646	6.188874709	6.187218916
Gm7879	6.026878477	6.189568811	6.142886147	6.237273154	6.211003366	6.182002646	6.022109018	6.108042493
NA	5.853686361	5.613876603	5.833097001	5.695118555	5.792505681	5.666061453	5.88773629	5.54895886
Xkr7	5.813234104	5.766996757	5.788663838	5.636395762	5.792505681	5.84502656	5.549636435	5.719279814
NA	5.61618492	5.85028171	5.833097001	5.695118555	5.792505681	5.546825026	5.809557358	5.765547541
Rpl10-ps2	5.61618492	5.924230804	5.564305005	5.923110108	5.792505681	5.666061453	5.849799512	5.719279814
Tecr	12.42113978	12.50218313	12.50444931	12.15255749	12.07802807	12.48030828	12.61923835	12.29534737
Gon7	6.964587369	7.130357279	7.296075916	7.188996609	7.24420851	7.21073705	6.891974422	7.147745892
Stx7	11.80046429	11.88126741	12.03241965	11.86179411	11.94985139	11.87163755	11.86228964	11.94589656
Acsm3	5.672602719	5.766996757	5.630427723	5.748011487	5.868794088	5.61031437	5.669666496	5.54895886
Parvg	12.79903386	12.82254754	12.83684179	12.69417228	12.69979528	12.87314947	12.82664877	12.79498187
BC029722	8.70713085	8.842670602	9.006943009	8.718459311	8.67448343	8.996412551	8.822191482	8.849295802
NA	7.900168127	7.519699992	7.912912095	7.751891354	7.63850671	7.915808505	7.88833783	7.729701575
Cog4	9.547048234	9.599988212	9.671722039	9.602924286	9.71292945	9.493447016	9.671422488	9.477508415
Rnf2	9.345339985	9.225114233	9.355570852	9.714816722	9.502229522	9.481731413	9.302064881	9.461525119
Dok2	10.28708898	10.43547265	10.65346296	10.17069548	10.22964066	10.4332348	10.48199964	10.36621481
NA	5.995311126	5.613876603	5.740755467	6.125297447	5.868794088	5.716292434	5.957953677	6.079943979
Decr2	8.156969438	8.146088983	7.932107466	7.809998856	8.050726128	8.159355643	8.0223334	7.903048074
Pkib	8.177217145	8.018276509	8.154746781	8.466632535	8.206958709	8.061666729	8.470060758	8.156032682
NA	6.313504811	5.958505048	5.874681947	5.923110108	6.162902938	6.156512394	5.990700364	5.886527829
Rps6kc1	9.258803632	9.384862344	9.597001064	9.840900187	9.564120831	9.361129032	9.680104485	9.602993718
Sh3rf1	6.952064503	6.931681966	6.820324399	6.761141226	6.985163996	7.016674142	6.782511224	6.736315835
NA	5.853686361	5.613876603	5.788663838	5.695118555	5.656053206	5.762331501	5.613549707	5.848649302
NA	6.419512241	6.214517339	6.142886147	6.154639184	6.234131489	6.299776198	6.16323099	6.327511404
4933416I08Rik	5.962397908	5.991272404	5.874681947	5.569492639	5.903897585	5.84502656	5.88773629	5.922437868
Atp6v0e	11.53032895	11.65476736	11.77271963	11.55943217	11.53939425	11.58888675	11.68977796	11.65829478
H2bc22	5.61618492	5.924230804	5.688470549	5.636395762	5.792505681	5.762331501	5.849799512	5.54895886
NA	5.723433949	5.888242905	5.564305005	5.748011487	5.705364699	5.61031437	5.88773629	5.808469347
Lemd2	10.08926906	10.04021261	9.985779962	9.8926641	9.953486319	9.930979637	10.17474164	9.997039445
NA	7.529179626	7.503544995	7.440515073	7.543859073	7.419492766	7.472657039	7.6483195	7.406607429
Troap	9.972722969	9.793480436	9.639627898	9.300311844	9.578303952	9.759014977	9.710932535	9.658352591
Id1	10.05326092	10.31352159	10.2534326	9.277842627	10.00422422	10.32503388	9.534475356	10.25026174
Ace	6.805058046	6.694156546	7.384622751	7.416937398	7.041398033	6.553017865	7.806428605	6.849567
Galnt2	6.335628821	6.330142698	6.475772689	6.360610174	6.32134107	6.321669805	6.490056775	6.430709958
Ube2l3	12.36055913	12.2738591	12.36446357	12.32056022	12.31648782	12.3599063	12.40175659	12.27724327
Sec24c	11.91550962	11.85965589	11.82518771	11.68154948	11.77845933	11.92188091	11.73165119	11.80570376
Oser1	9.978424341	10.00745119	9.905544606	10.17878497	10.02247527	9.984479076	9.976313422	10.05003874
Mrps21	9.951139373	9.961150871	10.19233853	9.864508332	9.797159756	10.0293785	10.21230193	9.987316683
Klf9	8.84213089	8.861210259	8.768450444	9.176187249	8.819480163	8.836477398	8.898862578	9.050169793
Gm26397	5.813234104	6.052928657	5.833097001	5.695118555	5.969306914	5.762331501	5.849799512	5.922437868
1700086P04Rik	5.55192645	5.670030738	5.95102439	5.960675339	5.656053206	5.84502656	5.88773629	5.886527829
H3c6	5.962397908	5.991272404	5.788663838	5.748011487	5.831771699	5.882721538	5.88773629	5.989335813
Nt5c	9.780484834	9.958296337	9.905544606	9.714816722	9.818215128	9.852875622	9.898143679	9.851492598
NA	6.267679846	6.330142698	6.020206314	5.996441412	6.211003366	6.277374288	6.136821603	6.108042493
Bcl2l2	9.176682911	9.308335252	9.123732745	8.970268922	9.017817921	9.275454004	9.258613143	9.094970629
NA	5.723433949	5.549920506	5.913875859	5.636395762	5.705364699	5.716292434	5.766568667	5.765547541
NA	5.962397908	5.47379457	5.788663838	5.883473417	5.969306914	5.716292434	5.720228359	5.848649302
Ccng1	12.3813949	12.25945454	12.39948855	12.31231811	12.39704711	12.40598493	12.16267233	12.3308879
Fpr1	11.43724446	11.30521479	11.96177706	11.94154759	11.73371156	11.43726352	11.83964658	11.63226674
Itpr1	9.831793592	9.59631767	9.669853857	9.867849519	9.939831507	9.760630589	9.536389903	9.779253571
NA	5.770019466	5.670030738	5.986396476	5.489832899	5.705364699	5.716292434	5.720228359	5.808469347
NA	5.891819893	5.549920506	5.740755467	5.695118555	5.656053206	5.716292434	5.669666496	5.808469347
Usf2	11.59709465	11.67661651	11.65321532	11.72267409	11.47228699	11.66880924	11.9501832	11.57875774
Ugcg	9.989759773	9.823602674	9.862049712	10.11557199	9.971046055	10.11896378	9.731123325	10.02174336
Chpf2	9.938032105	10.00330308	9.840629257	9.738744552	9.902302888	9.783060623	9.852807945	9.943451214
Gm14440	7.127838696	7.09750629	6.920231941	7.131081921	7.253553953	7.084720263	7.039635029	6.953022861
Gm24616	6.057239212	5.549920506	5.874681947	5.796472916	5.750566437	5.805042579	6.022109018	5.848649302
NA	5.61618492	5.888242905	5.740755467	5.636395762	5.750566437	5.762331501	5.720228359	5.612769975
Upf1	11.67631778	11.57604366	11.45630516	11.36414724	11.51660481	11.64367767	11.34857636	11.51258512
Ubtd1	10.06268319	10.37792373	10.36605341	9.98938664	10.0443306	10.19496586	10.29367631	10.23038761
Cep43	8.854641885	8.833309594	8.725719015	8.856686858	9.03853275	8.848733109	8.501995012	8.897764378
NA	7.804972189	7.567030182	7.562478978	7.659818921	7.544716019	7.897946929	7.67001212	7.531091045
Kank3	7.420208869	7.535662672	7.635418063	7.535181879	7.499121149	7.520930004	7.534312704	7.523143358
Zfp57	7.149526023	7.119501158	7.275558551	6.625181766	7.084632529	7.21073705	6.943190037	7.093537542
Hdhd2	6.900651723	6.893051537	7.074549684	6.882904383	6.838671461	6.814401172	7.118319348	6.902396786
NA	6.057239212	5.810013484	6.083804601	5.923110108	6.029480515	5.91845869	5.766568667	6.079943979
NA	5.962397908	5.810013484	5.688470549	5.636395762	5.868794088	5.61031437	5.849799512	5.719279814
NA	5.813234104	5.613876603	5.833097001	5.636395762	5.601333244	5.95249566	5.669666496	5.719279814
Ywhah	12.59453911	12.53842821	12.63419799	12.60251364	12.59384169	12.64634002	12.52833549	12.63514348
Fundc1	9.141450579	9.308335252	9.336834955	9.537244965	9.449177832	9.184330954	9.532558253	9.219150654
Ptpra	11.11345802	11.01261546	11.06179674	11.07175806	11.05426872	11.0489352	11.16131129	11.03133614
NA	7.52110548	7.402279635	7.316275851	7.233518134	7.290277805	7.269394087	7.409716522	7.457803902
NA	5.853686361	5.47379457	5.630427723	5.883473417	5.792505681	5.3724382	5.766568667	5.808469347
Gm25835	6.026878477	5.888242905	5.913875859	5.636395762	5.868794088	5.84502656	5.957953677	5.922437868
NA	6.776274696	7.26370386	6.973836835	6.625181766	6.758131811	7.138748031	6.943190037	6.953022861
NA	6.168700313	5.720626023	6.299743103	6.288519592	6.057929571	6.254432745	6.284811999	6.050861634
NA	5.813234104	5.720626023	5.833097001	5.960675339	5.868794088	5.985037623	5.669666496	5.848649302
Catsperg2	5.995311126	5.924230804	5.833097001	5.748011487	5.792505681	5.762331501	6.136821603	5.848649302
Ap5m1	9.371616878	9.343826408	9.522329001	9.586783813	9.52620982	9.369633638	9.489721254	9.495279467
Armc5	9.038467667	9.208355691	9.148141734	8.925914524	9.046224087	9.058325097	9.253961707	9.023145545
Dmac2l	6.701054617	6.853148328	6.835115927	6.808276895	6.701186455	6.713889069	6.930586328	6.902396786
Nudt16	7.496587047	7.627657492	7.611539703	7.766650809	7.65925762	7.259800365	7.780211762	7.688009619
Mst1	7.420208869	7.436898159	7.384622751	7.517657418	7.552166864	7.370521221	7.581077146	7.147745892
Clu	9.070951448	9.066720622	8.833591137	8.630167704	8.742514382	8.931695876	9.091321644	8.93306519
Gm2446	6.939412633	7.214037231	7.211987664	7.166144382	7.105705974	7.17009686	7.016217379	7.189512329
1700028J19Rik	6.805058046	7.151795702	6.820324399	6.606980935	6.825622668	6.993142595	6.810834145	6.889404426
NA	6.114789183	5.958505048	5.630427723	5.748011487	5.831771699	5.985037623	5.923701193	5.886527829
H3c4	6.21952288	6.022700756	6.052627835	5.923110108	5.969306914	5.91845869	6.261735646	5.989335813
Tmpo	12.84027185	12.82489721	12.69643256	12.67739432	12.85190249	12.8405376	12.70198796	12.68791812
Anapc11	10.270926	10.33347666	10.22066204	9.891023044	10.02764764	10.27621406	10.28801388	10.08301423
Bloc1s6	9.577447553	9.620010282	9.660476348	9.701765633	9.560553062	9.594796748	9.831152192	9.608445205
Pde4a	9.500207749	9.455487964	9.177420644	9.013287624	9.230688609	9.483690664	9.361631303	9.178126307
Tchp	7.936480949	7.768343752	7.763335974	7.61133447	7.85106116	7.705292713	7.6483195	7.82868935
Senp2	10.76035362	10.69993073	10.85981834	10.92648527	10.83302441	10.80805833	10.75576679	10.89918427
Tarbp2	9.138900495	9.18406963	8.967827488	8.718459311	8.951078458	9.137745882	9.072936324	8.950393605
Phax	9.068272468	9.17177041	9.123732745	9.107011396	9.00734685	9.23411599	9.032724966	9.14092594
Fut11	8.470943006	8.550226278	8.442629175	8.618236158	8.524108308	8.516977986	8.586274102	8.505970516
Msh5	6.874106503	6.906065138	6.694780373	6.744998763	6.799087536	6.698793739	6.930586328	6.736315835
NA	6.243911955	6.082072066	6.224651938	6.383518088	6.30027245	6.206787897	6.238080721	6.135241058
NA	5.995311126	5.888242905	6.113856773	5.841415307	5.937334806	5.91845869	5.88773629	6.050861634
Cstf2t	9.755788848	9.820461457	9.82561062	9.871182963	9.930195455	9.826897734	9.697312731	9.764685341
Mlxipl	5.853686361	5.991272404	6.113856773	5.883473417	5.937334806	5.882721538	6.08144347	5.886527829
Rbbp6	11.34160705	11.24448037	11.48151004	11.39396485	11.230996	11.51721549	11.33820882	11.41917794
Brd1	11.22965373	11.15329144	11.09275507	11.29393928	11.23546925	11.20698194	11.10770395	11.18310192
Gm21411	6.057239212	6.052928657	6.052627835	5.748011487	5.656053206	6.156512394	5.957953677	6.161612152
Ugp2	11.108272	11.21073199	11.37106395	11.36709794	11.3559118	11.1710372	11.16687241	11.31929958
Pfdn5	10.50902303	10.60007574	10.89856435	10.96205317	10.56179362	10.64900684	10.95750055	10.75122707
Tcf19	9.795101389	9.822032923	9.651037255	9.437236098	9.67714669	9.583882394	9.794851485	9.617485306
NA	6.419512241	5.991272404	5.95102439	6.449298737	6.439154629	6.156512394	6.213808272	6.161612152
Dnai4	6.378444083	6.214517339	6.413281614	6.606980935	6.420444797	6.535568729	6.37198266	6.370069856
Sgo2a	8.561791811	8.392800627	8.455807546	8.501751787	8.596036139	8.445873685	8.284829053	8.51769132
NA	5.927970098	5.810013484	5.913875859	5.996441412	5.999977225	5.95249566	5.766568667	5.848649302
Mpg	7.00141093	6.956772986	6.892520865	6.966772762	6.950156185	6.94469246	7.085196777	6.889404426
Sptlc2	11.48153273	11.5732509	11.57814296	11.70132346	11.68057711	11.50523701	11.56805106	11.62467914
Srek1ip1	8.771285889	8.845777331	8.899089605	8.98578183	8.906668364	8.86692143	8.87173331	8.814991701
Rab10os	8.255404616	8.281796475	8.218268031	8.192782083	8.206958709	8.371002825	8.347847262	8.057046356
NA	6.926628693	6.893051537	7.167798441	6.993501539	7.063201181	6.814401172	6.992350855	7.048433204
Zfp184	5.770019466	5.810013484	5.833097001	5.385619776	5.903897585	5.471258464	5.766568667	5.765547541
Cnpy3	10.8218493	10.94075046	11.03161236	10.84330838	10.76965708	10.88626527	11.12938661	10.77723385
Abracl	9.663196973	9.987990237	10.00070988	9.918669594	9.853608112	9.946671914	9.848194793	9.992880587
Ttc39b	8.993975101	8.921324827	9.332112487	9.267742137	9.163973888	8.908480238	9.093928937	9.295581774
NA	8.141589116	8.099520296	7.919340189	7.964570007	8.229868796	8.007364566	7.994284971	7.944644217
Tasl	7.695581856	7.761643429	8.006335636	7.945362122	7.802481249	7.979397057	7.894441483	7.673823897
Gm14117	6.952064503	6.724720809	6.849726405	6.625181766	6.825622668	6.814401172	6.596275582	6.862993176
D630023F18Rik	6.335628821	6.022700756	6.275368796	6.183033169	5.937334806	6.364043079	6.08144347	6.327511404
AA414768	5.995311126	6.110229208	6.224651938	6.183033169	6.057929571	6.156512394	6.284811999	5.922437868
NA	5.853686361	5.991272404	5.788663838	6.094919696	6.112033356	5.805042579	5.990700364	5.719279814
Syt3	5.672602719	5.85028171	5.833097001	5.748011487	5.601333244	5.716292434	6.052318095	5.54895886
NA	6.497054536	6.308109139	6.608733552	6.288519592	6.256696913	6.481456655	6.432705209	6.487984985
Trappc1	10.1075913	10.04694506	10.1420644	9.995507624	9.987067052	9.996863931	10.21826934	10.03798019
H2-Q5	6.378444083	6.50938013	6.391580339	5.960675339	6.30027245	6.075220465	6.596275582	6.370069856
Ptch2	6.603739597	6.630457198	6.475772689	6.511169596	6.439154629	6.38457212	6.66179317	6.659500174
Gtpbp6	7.599745275	7.487192659	7.611539703	7.297556043	7.51449235	7.55217236	7.557898012	7.325894008
Zfp473	7.366734262	7.419701837	7.412863536	7.166144382	7.377813838	7.297758246	7.281798638	7.474440759
Rps4x-ps	5.995311126	6.189568811	6.198213265	6.210555673	6.029480515	6.103188745	5.990700364	6.370069856
Mpo	13.52737728	13.65778948	13.19389228	13.67206435	13.30072395	13.33765004	13.88101477	13.42391118
Lrrc45	8.81996897	8.927199341	8.659114714	8.665372549	8.729804436	8.727815012	8.954496229	8.720383425
Tmem205	8.404117584	8.499672247	8.616820285	8.544460336	8.467660052	8.269158832	8.819037209	8.525451651
Serac1	7.894022171	7.642399087	7.704631574	7.83815562	7.783811652	7.712170645	7.712386341	7.82868935
Gm14288	7.116854845	7.09750629	6.892520865	7.166144382	7.196440833	7.062445741	7.039635029	6.915251582
Cbarp	7.083320451	6.906065138	7.037727954	6.777063875	6.825622668	7.138748031	7.016217379	6.889404426
NA	6.086509873	6.022700756	5.986396476	5.996441412	5.750566437	6.156512394	5.923701193	6.135241058
Ndufb1	8.767980426	9.269637814	9.310666803	9.344220792	9.338888198	9.074044828	9.174949308	9.230996402
NA	7.446158078	7.642399087	7.627505297	7.276558436	7.552166864	7.472657039	7.400980194	7.538991955
Rps19-ps2	7.420208869	7.503544995	7.275558551	7.26593134	7.343496552	7.159732455	7.655588939	7.199744877
Zfp786	5.813234104	5.766996757	5.788663838	5.569492639	5.53902136	5.84502656	5.669666496	5.808469347
Lilra5	5.962397908	5.720626023	5.740755467	5.695118555	5.831771699	5.61031437	6.022109018	5.473006687
Celf5	5.55192645	5.720626023	5.913875859	5.569492639	5.53902136	5.762331501	5.549636435	5.848649302
Ptpn11	11.3471205	11.45786948	11.29445436	11.41578786	11.40587826	11.4814666	11.18403779	11.47634178
Ehd4	11.47902393	11.45331987	11.47083835	11.41977212	11.47796075	11.39944997	11.53880548	11.43712696
Slc2a9	8.051083674	8.200978728	8.192149806	8.581827763	8.159983978	7.885909634	8.490103942	8.391622954
Slc39a7	7.138728498	7.445413568	7.074549684	7.20027201	6.864349603	7.544429616	7.23290186	7.239881727
4930558J18Rik	6.439444786	6.214517339	6.170979874	6.125297447	6.439154629	6.103188745	6.238080721	6.236354663
Ptges3l	5.962397908	5.924230804	5.833097001	5.796472916	6.029480515	5.762331501	5.849799512	5.922437868
4933433G19Rik	5.813234104	5.720626023	5.874681947	5.996441412	5.903897585	5.762331501	5.849799512	5.956638439
Lztr1	10.22491999	10.23081633	10.16079127	10.10994177	10.25961569	10.13772257	10.27433254	10.09081722
Selenos	10.04920385	10.27849291	10.20785673	10.02572807	10.1079736	10.36484386	9.905562666	10.21856754
Caskin2	8.682746059	8.554041362	8.360868012	8.187372949	8.50554117	8.400592775	8.51378705	8.352811447
Snx14	9.911453867	10.03615798	10.13396344	10.21725611	10.05956051	10.07681342	10.07434413	10.0606733
Spata6	8.867044086	8.698800159	9.024641478	9.24989318	8.964678077	8.724490079	9.174949308	8.927242006
Ankrd23	6.114789183	5.991272404	5.95102439	5.923110108	6.057929571	5.84502656	6.16323099	5.956638439
Zfp12	7.798385381	7.203870735	7.394103492	7.627689439	7.732745548	7.405448058	7.400980194	7.457803902
NA	5.853686361	5.670030738	5.688470549	5.569492639	5.656053206	5.882721538	5.613549707	5.54895886
NA	5.770019466	6.285563174	6.052627835	5.748011487	5.969306914	6.046273757	6.052318095	5.989335813
Tsacc	5.672602719	5.766996757	5.688470549	5.695118555	5.601333244	5.91845869	5.720228359	5.373678634
Prkdc	8.78443156	8.715900559	8.643880222	8.951428306	8.881066828	8.697607132	8.567554951	8.885800724
Tmem259	11.46945049	11.46842975	11.40172764	11.17100416	11.24159739	11.45878927	11.53068184	11.33415484
Retreg1	10.21409123	10.04021261	10.54873261	11.02842515	10.56535256	10.34668929	10.61907503	10.57802846
Dvl2	9.823896268	9.877491866	9.654820334	9.76944576	9.700020357	9.875414075	9.831152192	9.675764824
Vrk2	9.008028367	9.074674213	9.090526082	9.162616887	9.145009427	9.087013922	9.114618006	9.028591411
Ahsa2	7.977676413	8.1911574	8.303603015	8.097857353	8.234406275	8.217714919	8.164749924	8.013170219
Gm336	6.057239212	6.052928657	6.299743103	6.383518088	6.187274651	6.277374288	6.238080721	6.050861634
Speg	5.891819893	6.110229208	5.833097001	6.094919696	5.868794088	5.882721538	6.188874709	5.922437868
Tmem179b	9.894966575	9.850029639	10.03156752	9.762280695	9.800186603	9.709682672	10.123511	9.829888339
Dync1i2	11.44085863	11.41015015	11.55002955	11.62499097	11.52210721	11.50764068	11.51623343	11.52606476
Dapk3	9.885893234	9.917726664	9.868576963	9.718523946	9.772712863	9.88433151	9.956451357	9.822093216
NA	5.770019466	5.991272404	5.740755467	5.960675339	5.868794088	5.91845869	5.669666496	6.050861634
Ppfibp2	8.727704465	8.507568193	8.768450444	8.964016287	8.834386727	8.588351055	8.922552023	8.559856641
Tbck	9.070951448	8.970504394	8.992025018	9.375117122	9.268399997	9.147680012	8.892878268	9.168300323
Lypd6b	6.313504811	5.85028171	6.083804601	6.154639184	6.234131489	5.985037623	6.16323099	5.989335813
NA	6.21952288	6.163909605	6.052627835	6.094919696	6.234131489	6.075220465	6.238080721	5.886527829
1700048O20Rik	5.770019466	5.888242905	5.630427723	5.569492639	5.750566437	5.546825026	5.809557358	5.719279814
Hoxa4	5.672602719	5.720626023	5.874681947	5.748011487	5.750566437	5.61031437	5.849799512	5.848649302
Mis12	9.914431364	9.923592831	9.884766692	10.05239441	10.04688013	10.08714557	9.786837309	9.884799912
Pptc7	9.590547613	9.687106828	9.540852921	9.646397896	9.614881865	9.74275822	9.326632081	9.698089905
Gm5421	6.267679846	6.082072066	6.250353486	6.313145908	6.13784051	6.299776198	6.213808272	6.212116767
Uggt1	12.16343444	12.14563617	12.10460362	12.1617618	12.2423164	12.1967126	11.94587749	12.1333813
Zfp143	9.762416025	9.646871155	9.845600825	9.842599393	9.831589757	9.894665805	9.660934392	9.74996801
Tbcb	9.581202632	9.81573673	9.712219489	9.556022805	9.657246746	9.794145799	9.568552725	9.698089905
Gm6974	5.55192645	5.888242905	5.630427723	5.883473417	5.705364699	5.84502656	5.809557358	5.719279814
Gm1070	5.55192645	5.613876603	5.788663838	5.883473417	5.750566437	5.546825026	5.923701193	5.668797678
Stk35	9.708523119	9.583396417	9.428159445	9.416827095	9.574771278	9.611014382	9.568552725	9.445361862
Mboat1	8.365090645	8.205863715	8.13840587	7.945362122	8.211570751	8.42135508	7.746719463	8.156032682
Wfs1	8.131240813	8.115216244	8.000299341	7.77397131	7.943369245	8.169252551	7.936428661	8.046206274
Cacna1b	5.995311126	5.613876603	5.95102439	5.960675339	5.903897585	5.95249566	5.88773629	5.765547541
Srf	10.94259828	11.00088396	10.84087693	10.50788411	10.64907122	11.12543469	10.71584995	10.86927232
Ube2e1	9.161689366	9.386989955	9.286455931	9.055049423	9.23293461	9.339644268	9.013565536	9.355220782
Cysltr1	8.515119986	8.244343166	8.806525517	8.922693007	8.983502631	8.453952948	8.806349846	8.321868336
Ift74	6.71649429	6.49092519	6.608733552	6.868345767	6.686499623	6.786551501	6.629513138	6.659500174
2410003L11Rik	5.55192645	5.720626023	5.95102439	5.489832899	5.831771699	5.1329314	5.766568667	5.719279814
Tpp1	12.41826207	12.36843985	12.33181387	12.36403544	12.35989238	12.36309521	12.40620334	12.32566738
Tmem39b	8.781156499	8.7494969	8.764938071	8.435171306	8.592525075	8.848733109	8.63381892	8.619033202
NA	6.114789183	5.613876603	5.95102439	6.063402844	5.969306914	5.882721538	5.923701193	6.108042493
Ppp1r9a	7.242818616	7.162381369	7.254712658	7.255216663	7.459901729	7.138748031	7.262460258	7.071187393
D8Ertd738e	10.46099237	10.68102462	10.88093492	10.55109493	10.49244802	10.71208169	10.69461372	10.64841559
NA	5.770019466	5.766996757	5.630427723	5.883473417	5.792505681	5.805042579	5.766568667	5.765547541
Gpalpp1	10.3166331	10.17905824	10.27936738	10.51535389	10.3387087	10.30193979	10.38137294	10.32932427
Dnajc17	8.136424536	7.972925692	8.110739386	7.951794371	7.81478808	8.007364566	8.189602084	8.094336296
Nme2	6.267679846	6.308109139	6.275368796	6.237273154	6.341964816	6.364043079	6.16323099	6.259976116
NA	6.637119809	6.163909605	6.275368796	6.569657927	6.278733668	6.277374288	6.562009243	6.506405393
Wapl	11.61457181	11.60048099	11.53985474	11.90018653	11.73923391	11.70654131	11.41550565	11.74318618
Ints6	9.894966575	9.837653876	9.763916906	9.8926641	9.954844701	9.817615892	9.786837309	9.788884376
Pld2	8.668621807	8.135873622	8.238818108	8.527531099	8.620373371	8.088044173	8.6193586	8.140861937
Zfp976	6.290865735	6.238804268	5.986396476	6.237273154	6.112033356	6.206787897	6.052318095	6.430709958
Runx2	9.742442156	9.568485553	9.579191651	9.72406692	9.660582595	9.632357034	9.693887523	9.672299211
Ift20	9.298164164	9.455487964	9.454460692	9.353798428	9.414007798	9.275454004	9.477813189	9.433118848
Cgrrf1	8.77787389	8.970504394	9.137344644	8.973385008	8.961968492	8.875929354	9.0408582	8.950393605
Fmn1	6.620554375	6.393442438	6.434532692	7.328432972	6.961936338	6.443783123	6.738703908	6.736315835
NA	5.770019466	6.110229208	6.020206314	5.636395762	5.831771699	5.84502656	5.990700364	6.020697472
H2bc15	5.723433949	5.85028171	5.630427723	5.569492639	5.53902136	5.716292434	5.720228359	5.765547541
Deaf1	8.985476328	8.938876352	8.873249966	8.649833543	8.816480053	9.001903973	8.834739237	8.76029678
Dr1	11.03432216	10.98975467	10.97382197	11.24601535	11.14027767	11.03300243	10.9871435	11.05477917
Tcp11l1	9.451787641	9.414365587	9.239297367	9.396123659	9.470253968	9.471894852	9.142585798	9.44739225
Zbtb17	9.414369695	9.365570516	9.423728662	9.44173229	9.363684901	9.361129032	9.515188189	9.363849007
