GeneSymbol	MC38_KO1	MC38_KO2	MC38_KO3	MC38_WT1	MC38_WT2	MC38_WT3
Zgpat	9.962341821	9.830222837	9.790768895	9.769897751	9.902016735	9.941470677
Ppfibp1	9.687828382	9.578722176	9.833169173	9.702450233	9.811556438	9.557109441
Rpl8	11.77370478	11.82217853	11.81118455	11.82502318	11.77654943	11.7875434
Aff1	11.52368545	11.61492447	11.44189666	11.53734982	11.4461108	11.61913861
Sh3pxd2b	10.57140512	10.54592127	10.5537683	10.53573516	10.56121901	10.55337198
Nlrx1	10.45315129	10.28749762	10.44441729	10.3450784	10.51073207	10.35381239
Aacs	10.07631468	10.0517281	10.11625671	10.09398683	10.1185734	10.05404479
Fbxo30	9.691264021	9.630934757	9.768783849	9.710761001	9.771090265	9.633241174
Mad2l2	9.337608669	9.378480902	9.3704213	9.395176932	9.354304699	9.3623643
Suv39h1	8.846215018	8.791123466	8.819224655	8.801158005	8.856249557	8.828148369
Zfp609	8.713202088	8.704989023	8.798860675	8.774666276	8.782879341	8.689007689
Zfp51	8.722535075	8.698197368	8.724625534	8.717294169	8.741631876	8.715203711
Aldh7a1	8.567283486	8.622495645	8.71965191	8.693219068	8.63800691	8.540850644
Leo1	9.436483932	9.49228722	9.536778171	9.531857732	9.476054445	9.431563494
Lyar	9.378307326	9.345839513	9.437133541	9.404360914	9.436828727	9.345534699
Cox15	10.55868835	10.35342447	10.47488115	10.37432041	10.57958429	10.45812761
Sbds	10.59359238	10.53279524	10.71481934	10.64111964	10.70191678	10.51989268
Rpl15-ps3	10.50122147	10.64095068	10.59357768	10.64833283	10.50860362	10.55597662
U2af2	10.35206304	10.36065656	10.43074058	10.40254016	10.39394664	10.32386262
Nsmce4a	10.23892942	10.21199554	10.28242915	10.24230975	10.26924364	10.19881002
Mcts1	10.00067239	9.995924767	9.935001916	9.961935728	9.966683347	10.0276062
Med6	9.170201024	9.195716665	9.077800086	9.117018027	9.091502386	9.209418965
Supv3l1	8.720731213	8.644282163	8.771242433	8.713117596	8.789566647	8.662606377
Itfg2	8.237166651	8.220438339	8.184994101	8.181431975	8.198160288	8.233604525
Rbm38	7.990685884	7.962824253	7.857607206	7.894528133	7.922389765	8.027606811
Gm9776	7.437496586	7.548096898	7.493561708	7.533816971	7.423216659	7.477751849
Tcf7l1	7.231360125	7.165384364	7.094221828	7.105971794	7.171947556	7.243110091
Rpl36a-ps2	7.304042992	7.326025301	7.362614951	7.368961277	7.346978967	7.310389317
Nab1	12.24307581	12.16375976	12.19783845	12.16558072	12.24489677	12.21081808
Atp5pb	11.84779696	11.95446519	11.89507267	11.95616233	11.8494941	11.90888663
Fkbp15	11.79812373	11.72806935	11.8020467	11.75970054	11.82975492	11.75577757
Ngly1	9.896901302	9.959769116	9.952625182	9.983220747	9.920352933	9.927496867
Tirap	9.802113024	9.776225181	9.761661778	9.750451434	9.776339277	9.790902681
Nup107	9.343428672	9.363622089	9.427765349	9.404013675	9.383820258	9.319676997
Ift140	8.972593137	8.926335337	9.019645652	8.981804822	9.028062623	8.934752307
Telo2	8.824088234	8.732132624	8.863300115	8.77899378	8.87094939	8.739781899
Gm3379	8.826057536	9.037536682	8.878288315	8.992283833	8.780804688	8.940053054
Sphk1	8.723900241	8.702098655	8.799685337	8.751774163	8.773575749	8.675989067
Pcgf1	8.345193867	8.339204887	8.390073346	8.359858506	8.365847487	8.314979028
Atxn7l2	8.082314117	8.149704893	8.207119177	8.199149962	8.131759185	8.074344901
1810034E14Rik	7.729131969	7.643328592	7.577791506	7.558862587	7.644665964	7.71020305
Nthl1	7.588194851	7.596704237	7.725686272	7.693979868	7.685470482	7.556488447
Gm16433	7.404335469	7.373591762	7.48163343	7.446428923	7.47717263	7.369130962
Cd63-ps	7.291661838	7.38738745	7.347842922	7.381797963	7.286072352	7.32561688
Gm10029	7.252341637	7.36010208	7.308779839	7.348775291	7.241014849	7.292337089
Ncoa2	10.1894201	10.13642011	10.19024163	10.16165502	10.214655	10.16083348
Fuz	8.054620262	8.077051065	8.095790674	8.086886662	8.064455859	8.045716249
Lrrc8b	9.501396411	9.469941436	9.515092132	9.481303422	9.512758397	9.467607702
6330418K02Rik	7.342726996	7.397251828	7.254890275	7.332852363	7.278327531	7.420689084
Osm	13.62925967	13.61510275	13.61221251	13.60403848	13.6181954	13.62108564
Xbp1	13.3544883	13.26304232	13.3116656	13.27001562	13.3614616	13.31283832
Nrbp1	12.171941	12.15004943	12.18697331	12.17234354	12.1942351	12.15731122
Pabpc1	11.98919617	11.97920375	12.06269866	12.02596305	12.03595546	11.95246056
Niban1	11.81460929	11.68870517	11.74274488	11.677199	11.80310311	11.74906341
Fam111a	11.42325388	11.39293831	11.32847479	11.33449623	11.3648118	11.42927532
Mark2	11.25952947	11.21077853	11.17455991	11.16495904	11.21370998	11.24992861
Npm1	11.10782303	11.20221285	11.23493648	11.26118384	11.16679403	11.13407039
Ext2	10.84634017	10.70294678	10.81649865	10.7242513	10.86764469	10.75409282
Dnpep	10.55019619	10.66343961	10.6056751	10.66913796	10.55589454	10.61365906
Sdad1	10.5118428	10.38973915	10.45634151	10.40026596	10.52236961	10.45576725
Pank2	10.42328614	10.3940208	10.45415765	10.43074655	10.46001189	10.39987504
Pecam1	10.36812798	10.32965699	10.54079927	10.44955788	10.48802886	10.27688658
Gdap2	10.18782505	10.12739504	10.14053354	10.10947359	10.1699036	10.1567651
Fundc1	10.24121886	10.22570355	10.26033001	10.23663595	10.25215126	10.21752479
Map4k3	9.985758725	9.944154712	9.95977727	9.947926419	9.989530432	9.973907874
Hsd17b10	9.608057641	9.733504719	9.65318025	9.729551932	9.604104854	9.684429323
Fbxo9	9.545216152	9.490451455	9.571658409	9.517910744	9.572675441	9.491468487
Pcmtd2	9.505014122	9.408789544	9.496787843	9.443465541	9.539690118	9.45169182
Mzt1	9.459808401	9.554483426	9.353804099	9.462810777	9.368135753	9.56881508
Wrnip1	9.433263857	9.313218058	9.486140306	9.397759149	9.517804948	9.3448827
Cyp20a1	9.291689244	9.272017827	9.458476093	9.379466651	9.399138068	9.212679802
Tcp11l1	9.173597328	9.271491454	9.159819986	9.221583082	9.123688956	9.235360424
Tmem140	8.818674353	8.748598749	8.775523255	8.734381134	8.804456738	8.777532233
Tdrd3	8.869266563	8.890989972	8.935618614	8.936280861	8.914557452	8.869928811
Metap1d	8.685855352	8.473234708	8.636978732	8.520046736	8.732667381	8.568923357
Armc10	8.783243112	8.78230822	8.853631487	8.820106935	8.821041827	8.74971856
BC029722	8.647457951	8.584534645	8.707616235	8.636224729	8.699148034	8.576066444
Gm12366	8.202143832	8.064669653	8.036222842	8.008049727	8.145523906	8.173970717
Map10	8.386735468	8.314323825	8.297445979	8.271103254	8.343514897	8.360392743
Rpl13-ps3	8.24142838	8.424553252	8.25568827	8.384115894	8.200991023	8.369856004
Dtwd1	8.202551827	8.235573307	8.257350701	8.270116497	8.237095016	8.215317622
B230354K17Rik	8.005969361	7.900073616	7.980092696	7.910456302	8.016352047	7.936332967
Ip6k2	7.881120293	7.961970607	7.884146087	7.927278215	7.8464279	7.924252421
Mrm2	7.872319445	8.008552385	7.943003124	7.997784	7.861551059	7.927100321
Tmem138	7.918056755	7.879919433	8.064981876	7.98070329	8.018840612	7.833778169
Kdm8	7.811627152	7.615717378	7.696014818	7.617731628	7.813641402	7.733343963
Col11a2	7.732578457	7.840327247	7.623849774	7.743029551	7.635280762	7.851758235
Klf8	7.580630955	7.56259591	7.610623632	7.576989935	7.59502498	7.546997258
Tacc2	7.531846361	7.518393855	7.618861649	7.588600265	7.60205277	7.501584976
Sult6b1	7.166535696	7.279813717	7.060931435	7.175323437	7.062045416	7.280927698
Gm7658	7.19462753	7.320574948	7.124851185	7.221155838	7.095208419	7.290932182
Mir8099-2	7.215623011	7.233554364	7.279550882	7.260446026	7.242514673	7.196518155
1110002L01Rik	7.216890552	7.42429199	7.321315986	7.433716054	7.226314617	7.32929062
Zfp105	7.191707029	7.093765299	7.282840733	7.177807275	7.275749005	7.086673571
Pex5	10.41149978	10.33609929	10.46507698	10.38997312	10.46537361	10.33639591
Rbmx2	7.911908448	7.896879551	7.947038189	7.934252477	7.949281374	7.899122736
Ankrd24	7.3737819	7.420783472	7.40895044	7.417266154	7.370264582	7.382097614
Tnfsf15	7.257916826	7.327086113	7.350243423	7.376272372	7.307103085	7.283945775
Inip	9.934370013	9.880694757	9.987037923	9.926191945	9.979867201	9.873524035
Dbr1	8.66052475	8.749105545	8.747205606	8.785422072	8.696841277	8.698741217
Txnl4b	8.412569697	8.551286242	8.374232817	8.487328726	8.348612181	8.525665606
Ccnk	7.896160084	7.935916468	7.901680995	7.917137169	7.877380785	7.911616258
Zmat1	7.721433013	7.642875802	7.571756238	7.585224644	7.663781856	7.73490142
Rhebl1	7.682149241	7.636273201	7.62175088	7.601301186	7.647177226	7.661699547
Zfp984	9.612219582	9.660762699	9.600325397	9.629668868	9.58112575	9.641563053
Slc9a5	7.513496707	7.389386686	7.21769682	7.2354229	7.35953292	7.531222787
Fastk	10.61957612	10.49175561	10.58324598	10.50390174	10.63172225	10.54023188
Glcci1	7.244945189	7.13555453	7.059818481	7.054450635	7.163841295	7.239577343
Rint1	8.78539235	8.833865577	8.988578191	8.961223577	8.912750349	8.758037736
Gm9517	7.343033852	7.309965345	7.407604732	7.352487804	7.385556312	7.287916924
Pdcd2l	10.00037797	10.03116967	9.995453806	10.02423996	9.993448254	10.02916412
Itgb1bp1	9.776310471	9.938156463	9.766404523	9.871127308	9.709281317	9.881033257
Bcl7c	8.895133621	8.927792779	8.944800673	8.957285044	8.924625886	8.907617992
Plcxd2	7.885212966	7.893150222	7.851861976	7.877950634	7.870013378	7.911301624
Nsf	12.23272033	12.15698637	12.21792488	12.17711091	12.25284488	12.19190637
Dcaf5	10.38226962	10.31485042	10.44004978	10.36927681	10.43669601	10.31149665
Phf20	10.11705345	10.13042425	10.17845221	10.17290244	10.15953164	10.11150368
Ranbp10	9.907253658	9.830360595	9.797540834	9.776494754	9.853387817	9.886207578
Zzz3	9.81440168	9.685213314	9.872052387	9.759099441	9.888287807	9.701448734
Lrch3	9.698614104	9.683965601	9.727482203	9.701109491	9.715757994	9.672241392
Msra	9.644351211	9.573758615	9.698634897	9.640242782	9.710835378	9.585959096
Akap7	9.577399669	9.537363115	9.614920647	9.582314632	9.622351186	9.544793655
Pctp	9.431565713	9.372917139	9.263228854	9.274796356	9.333444929	9.443133215
Clpb	9.437022586	9.288430918	9.41859802	9.33354851	9.482140177	9.351973076
Orc5	8.983093556	8.981165318	9.035237619	9.023946235	9.025874474	8.971802173
Pxmp4	8.967558634	8.729249525	8.884352091	8.762740442	9.001049551	8.845946985
Rbm19	9.039252671	8.951214797	9.045245441	8.992724716	9.08076259	8.986731946
Clec2i	8.260823599	8.34632657	8.242317096	8.316445054	8.230942083	8.334951557
Ears2	8.134068763	8.160331179	8.312054202	8.277146732	8.250884316	8.099161293
Gpr153	7.587657775	7.640084499	7.595026727	7.619894999	7.567468275	7.612526047
Impdh2-ps	7.496513893	7.504462827	7.497321784	7.51159667	7.503647736	7.510788779
Zfp661	7.486296034	7.412460326	7.509804968	7.447501222	7.521336929	7.423992288
Agap2	7.265343479	7.181253892	7.175523429	7.136679169	7.220768756	7.226499219
Gfod2	7.287416257	7.329626642	7.207845531	7.265540813	7.223330428	7.345111538
Rpl32l	7.230358144	7.38191632	7.317741663	7.402731421	7.251173245	7.315347902
Ciz1	10.68098241	10.53498238	10.52019947	10.48347916	10.62947919	10.6442621
Mrps36	8.949802585	9.06530352	8.945458304	9.016601046	8.90110011	9.020945326
Cep44	8.288736268	8.324422166	8.251869751	8.279821038	8.244135139	8.316687554
Kif15	7.53150529	7.623855983	7.478250602	7.568921195	7.476570502	7.622175883
Rps10-ps1	7.437880352	7.572018086	7.372523686	7.477880556	7.343742823	7.543237223
Nim1k	7.416265127	7.295718882	7.283840444	7.255738345	7.37628459	7.388163028
Gm50432	7.411507114	7.376454051	7.32042915	7.323323926	7.35837699	7.414401891
Lfng	11.00519869	10.90067837	10.89615556	10.86884633	10.97336664	10.97788945
Ccno	7.417499357	7.384797451	7.209009189	7.271702868	7.304404774	7.480193036
Lamb2	8.041566066	7.980514266	8.153945203	8.087334959	8.148386759	7.974955822
Usp11	7.986083991	8.006852188	8.012100561	8.026331688	8.005563491	8.000315118
Hibch	8.187119733	8.104052218	8.089419348	8.059024004	8.142091519	8.156724389
Xaf1	12.38549462	12.36094199	12.37655597	12.36735552	12.39190815	12.37629418
Prr14l	10.00255299	9.877216201	9.956973906	9.894883869	10.02022066	9.940462953
Scpep1	13.22740165	13.2188081	13.27739877	13.25878806	13.26738161	13.20879094
Hpse	12.44484228	12.40312014	12.49838631	12.44820533	12.48992747	12.3946613
Rpl5	11.0542918	11.2147231	11.160937	11.22687813	11.06644684	11.12023293
Eed	10.86222276	10.91037752	10.89195694	10.90907312	10.86091836	10.87933894
Cherp	10.43020057	10.3998845	10.45247629	10.43005312	10.46036918	10.4077774
Mast3	10.56242238	10.42758873	10.61603965	10.51416095	10.6489946	10.46054368
Crebrf	10.20466376	10.14130686	10.15795052	10.1256627	10.1890196	10.17237594
Smarcal1	9.765172005	9.635452884	9.618016701	9.57461949	9.704338611	9.721774794
Mad1l1	9.577495173	9.522507172	9.587267207	9.54095259	9.59594059	9.531180555
Gtpbp8	9.42344615	9.414329316	9.344369108	9.358391891	9.367508726	9.437468933
Ptges2	9.211805641	9.22461114	9.188671424	9.212101557	9.199296058	9.235235774
Atic	8.839701423	8.828462957	8.992487647	8.938842034	8.9500805	8.78605581
Gmeb1	8.274708492	8.168317477	8.353298001	8.244300412	8.350691427	8.165710903
P3h4	8.008905461	8.081528855	8.062287014	8.084515966	8.011892572	8.031134413
Zfp958	7.882918024	7.939931055	7.946950632	7.955285538	7.898272507	7.89125293
2210408F21Rik	7.699130578	7.596046171	7.574293572	7.548382325	7.651466732	7.673219331
Dus4l	7.207640386	7.295037682	7.219986852	7.265946358	7.178549062	7.253599893
Zfp934	7.276440167	7.389426972	7.368168863	7.425313583	7.312326778	7.333584887
Zfp968	7.255736259	7.314300685	7.208171758	7.273301786	7.214737359	7.320866287
Pkd1l3	7.235826622	7.331194285	7.018462525	7.171713357	7.076345694	7.389077454
Arhgef17	7.112580477	7.171813195	7.238077784	7.221150504	7.161917787	7.095653197
BC005537	10.7694764	10.75607905	10.43917445	10.55210353	10.56550087	10.88240547
Rnf115	11.79773882	11.80936769	11.82241296	11.82602435	11.81439549	11.80135022
Ndufa6	10.14327962	10.2041733	10.14300711	10.18937705	10.12848337	10.18964956
Nit2	8.696387153	8.658519541	8.591925929	8.595128385	8.632995997	8.699589609
Gatb	8.575995877	8.727851722	8.657957543	8.738155583	8.586299737	8.656193917
Mst1r	7.948821127	7.945072721	7.7575649	7.7990455	7.802793906	7.990301727
Kif2a	7.974638954	8.046247203	8.02407941	8.048357646	7.976749397	7.99891719
Map3k2	9.803032938	9.8922445	9.827099483	9.884646121	9.79543456	9.860579576
Zfp974	7.594418845	7.428556313	7.609932669	7.485211082	7.651073614	7.469697258
1600012H06Rik	10.19588694	10.11906793	10.10891993	10.08159193	10.15841093	10.16855894
Phf23	10.56613166	10.53699442	10.54535447	10.53782905	10.56696629	10.55860624
Rprd1b	10.27782281	10.19910121	10.20189103	10.18039748	10.25911908	10.25632926
Crot	9.68464495	9.576063086	9.614872995	9.572125163	9.680707027	9.641897118
Grk5	8.566817319	8.522680272	8.517232624	8.497095415	8.541232462	8.54668011
Abhd10	8.478591019	8.493242656	8.458287014	8.482476716	8.467825079	8.502780721
Gm11353	8.038700287	8.071178941	7.985460292	8.034673175	8.00219452	8.08791317
Aldh1l1	7.958135569	8.063636796	7.944909409	8.024487655	7.918986428	8.037713815
Ccdc66	8.068079232	7.984596902	8.245506167	8.138075261	8.221557591	7.960648326
Tbc1d13	7.94764637	7.859767393	7.758857643	7.75383561	7.841714587	7.942624337
Sdr42e1	7.911253458	7.933501185	7.85426065	7.882728574	7.860480848	7.939721382
Mpzl1	7.420247529	7.395075834	7.680905625	7.590745862	7.615917557	7.330087766
Kcnab1	7.260045186	7.269155178	7.325621757	7.316164778	7.307054786	7.250588206
Rtkn	7.175360212	7.080402227	7.210860698	7.130750694	7.22570868	7.095250208
Slc25a12	11.36659999	11.34970551	11.28372304	11.29624012	11.3131346	11.37911707
Uhrf2	10.4227164	10.42582165	10.42555359	10.43153563	10.42843038	10.42869843
Cdk19	10.22880134	10.12482986	10.24310823	10.16342951	10.26740099	10.14912262
Mob2	9.689289989	9.638388744	9.669166506	9.647711748	9.698612993	9.667835231
Lztfl1	8.874010934	8.829093627	8.817115897	8.799893586	8.844810892	8.856788623
Taco1	7.946063156	8.000658224	7.988282866	8.003710269	7.9491152	7.961490558
Abraxas1	8.022103645	7.940212454	8.014943406	7.970422756	8.052313946	7.977582994
Suox	7.834304592	7.827512775	7.750221951	7.784750231	7.791542048	7.868832872
Irgc1	7.48956688	7.550296609	7.507267	7.547911372	7.487181642	7.530211252
Itga2b	7.287894171	7.135998339	7.08776359	7.052812694	7.204708526	7.252943274
Pxdc1	7.451815412	7.307311286	7.266508667	7.257267327	7.401771452	7.442574071
Gm13033	7.477994124	7.436349261	7.342396365	7.36619942	7.407844283	7.50179718
Gm20735	7.344794922	7.262416487	7.182850805	7.186086371	7.268464806	7.348030488
Bcl7b	10.38188716	10.3583265	10.42774093	10.39153905	10.41509971	10.34568528
Rps28	10.10966968	10.35241507	10.24001302	10.36466245	10.12191706	10.2343191
Cetn2	9.633680268	9.688452471	9.67704191	9.704455799	9.649683596	9.661094157
Zfp511	9.187969989	9.241403542	9.207082652	9.242348813	9.188915259	9.223236149
Usp32	9.218883287	9.191692906	9.108464691	9.134421608	9.161611989	9.244840204
Nt5dc1	9.191564667	9.135120026	9.192577804	9.148150768	9.204595409	9.147137631
Maml1	8.75282278	8.659528124	8.762744075	8.690274424	8.783569079	8.680353129
Primpol	8.624693329	8.599094384	8.491244088	8.527437079	8.553036025	8.66088632
Tmem64	8.51019329	8.459017523	8.365900822	8.38875582	8.439931586	8.533048288
Psph	8.292478279	8.210142935	8.382151991	8.289883632	8.372218976	8.20020992
Rpl7-ps7	7.782068377	7.741820436	7.714635457	7.703385258	7.743633198	7.770818178
1190007I07Rik	7.644084904	7.619516876	7.685291339	7.6468879	7.671455928	7.605681465
Ptpn4	7.557273945	7.525404353	7.469289216	7.471861367	7.503730959	7.559846095
Amotl1	7.367933232	7.325261375	7.144520938	7.193584769	7.236256627	7.416997063
Caprin2	7.162588467	7.23762222	7.226599	7.264931728	7.189897975	7.200921195
Cep131	8.686997631	8.517916802	8.648238044	8.557530065	8.726610894	8.596289651
Tmem60	8.764307929	8.807640046	8.714623321	8.768260319	8.724928202	8.817944927
Mcat	9.138326804	9.107218881	9.126375784	9.115739913	9.146847836	9.127690932
Rfc3	8.653571528	8.613413892	8.706227608	8.66810155	8.708259186	8.61544547
Gm17786	7.123072407	7.185325851	7.195299367	7.220632939	7.158379494	7.148405979
Carf	7.498896399	7.464868106	7.671675825	7.587082836	7.621111129	7.41430341
Pik3cd	13.57630599	13.52558448	13.55200032	13.5230512	13.57377271	13.54735687
Zmat5	9.508423601	9.653533321	9.598928337	9.670903157	9.525793437	9.580398421
Zfp512b	8.56233805	8.506644034	8.577828201	8.528408703	8.584102719	8.512918552
Gm2026	8.001075041	8.179487301	7.975757734	8.098970492	7.920558233	8.124287799
Rreb1	10.50326222	10.49314925	10.38426054	10.42279468	10.43290765	10.54179636
9330159M07Rik	7.534098656	7.565998927	7.588125784	7.597823729	7.565923458	7.5437966
Kif22	7.972863142	7.930815249	8.040787697	7.994853272	8.036901164	7.926928716
Phc2	12.24486527	12.16640751	12.17264347	12.14095546	12.21941322	12.21317726
Adcy7	12.19842535	12.09246169	12.16859081	12.10422607	12.21018973	12.13406061
Atp6v0e	12.00761819	12.1426121	12.07485685	12.14623099	12.01123709	12.07899233
Rlim	11.02540133	10.95395096	10.97642725	10.94943542	11.02088579	10.9984095
Wdr45b	10.64406856	10.56026006	10.7245228	10.63667896	10.72048747	10.55622473
Ddx50	10.60751354	10.45029785	10.64358614	10.52157766	10.67879336	10.48550507
Hltf	10.21101279	10.10989606	10.11972016	10.08809598	10.18921271	10.17938861
Zdhhc21	10.09428687	10.11541381	10.06758016	10.09564497	10.07451802	10.12235167
Ciao3	10.11027118	10.00119804	9.976005898	9.953993762	10.06306691	10.08825905
Cyth3	9.968915225	9.921065571	10.00534559	9.955885735	10.00373539	9.919455374
Phax	9.678631686	9.673024333	9.657511479	9.655858535	9.661465888	9.676978741
Alkbh6	9.443263406	9.444600417	9.513746094	9.496220544	9.494883533	9.425737856
Arfip2	9.386480339	9.250825536	9.52987585	9.397834643	9.533489446	9.254439132
Pyurf	7.903907337	7.892917126	7.96835572	7.944294205	7.955284416	7.879845822
Gm4799	7.452393765	7.466328313	7.356826299	7.393583017	7.379648469	7.489150483
Gm6576	7.403287904	7.397063179	7.243807807	7.303120384	7.30934511	7.462600482
Rps8-ps2	7.296705973	7.135379297	7.176819663	7.102157888	7.263484564	7.222044199
Spc24	7.282377011	7.351999038	7.394402345	7.394637682	7.325015655	7.282612347
Gm14052	7.157715709	7.196630143	7.107280753	7.142999859	7.104085426	7.193434815
Dpf1	7.106629152	7.22586062	7.235718439	7.282347705	7.163116236	7.153258418
Pla2g15	11.52738542	11.47858411	11.55635129	11.51773855	11.56653986	11.48877268
Ndufv1	11.03965031	11.02691911	11.07054987	11.05544089	11.0681721	11.02454134
Dxo	9.657102471	9.640635385	9.643960771	9.642433844	9.658900929	9.655575544
Fbxo39	7.302521472	7.166328736	7.136177067	7.109554136	7.245746872	7.275898542
Snx7	8.041177765	8.124182803	8.13253181	8.162278823	8.079273785	8.070924778
Ldah	10.29376739	10.32240299	10.31046305	10.32826475	10.29962914	10.31156908
Gm7232	8.263538295	8.383523193	8.204790101	8.297132397	8.177147499	8.355880592
Dmpk	7.254669248	7.05826379	7.221974193	7.095638145	7.292043603	7.1283332
Ctss	17.09933148	17.06802968	17.10968893	17.08807735	17.11937915	17.0777199
Nr1h2	11.96496018	11.85621604	11.94587342	11.8833501	11.99209423	11.90243685
Rassf5	11.86427648	11.7529909	11.88746889	11.8016503	11.91293588	11.77845788
Arl2bp	9.571493352	9.533763779	9.567799788	9.548717088	9.586446662	9.552410652
Nav2	7.553114395	7.810708722	7.588587196	7.765239973	7.507645646	7.729767172
Akna	12.81696278	12.70787523	12.73994676	12.69635559	12.80544315	12.77337162
Srsf6	11.14372412	11.1577341	11.16043366	11.16053907	11.1465291	11.14382953
Rnf214	9.972520504	9.971830704	9.888793376	9.921395568	9.922085367	10.0051227
Rnf2	9.903285259	9.869922554	9.885562869	9.873741911	9.907104616	9.891464301
AI837181	9.577664381	9.405190955	9.512064649	9.414095497	9.586568923	9.479695229
Pex14	9.564740109	9.423340681	9.447838469	9.39868955	9.540088978	9.515591189
Timm17b	9.431487051	9.489373306	9.420012534	9.467398559	9.409512304	9.478873076
Naa38	8.956191073	9.06501245	9.007573603	9.068749179	8.959927801	9.017366649
Mtfmt	8.682611275	8.566743163	8.593591316	8.552815446	8.668683558	8.641835405
Bbs9	8.364931361	8.188675923	8.213271412	8.139689208	8.315944646	8.291349157
Slc28a2b	8.299626433	8.186518934	8.201511101	8.165853563	8.278961062	8.263968895
Nat2	7.994603593	8.184202007	8.085013768	8.188098022	7.998499608	8.097687847
Ap4b1	7.344126947	7.293583804	7.413628087	7.346167694	7.396710837	7.276666554
Scml4	7.196668767	7.025398974	7.250896353	7.108956777	7.28022657	7.054729191
Gm9008	7.102826721	7.264983662	7.207692489	7.283657108	7.121500167	7.17879134
Chil3	13.74756976	13.7175848	13.83994534	13.79225402	13.82223898	13.69987844
Rnf111	10.80126735	10.67992852	10.70944779	10.66352614	10.78486497	10.7553457
Csrp1	10.79319715	10.79221443	10.76917734	10.78037743	10.78136014	10.80439724
Ppp1r2	10.5472678	10.56288219	10.46731438	10.50891159	10.4932972	10.58886502
Rbmxl1	10.38979746	10.39001211	10.36338707	10.36849956	10.36828491	10.39490995
Galnt11	9.879479581	9.818277354	9.941531829	9.874722796	9.935925023	9.812670548
Ppid	9.666674366	9.643424429	9.691672017	9.672278194	9.695528131	9.647280543
Hgf	9.252481766	9.175642568	9.298294211	9.23588629	9.312725489	9.190073846
Kptn	8.921520971	8.849693689	8.923716302	8.86958224	8.941409522	8.867386909
Haus4	8.392249646	8.395041104	8.567021718	8.513143124	8.510351666	8.338371052
F630028O10Rik	7.777931615	7.734244387	7.625319846	7.641094459	7.684781687	7.793706228
Siah1b	7.633571415	7.739209554	7.576827672	7.671943171	7.566305032	7.728686914
Mbnl3	7.624803907	7.522570154	7.463360956	7.457306745	7.559540498	7.618749696
AW146154	7.519178903	7.713682703	7.554327683	7.682021229	7.487517429	7.646872448
Dnah2	7.481941589	7.38878614	7.745015828	7.572743655	7.665899103	7.309669416
Pank1	7.476680022	7.384008334	7.547467146	7.454103359	7.546775047	7.383316235
Rps2-ps5	7.222569119	7.187205107	7.067868105	7.09601014	7.131374151	7.250711153
Klhdc8b	7.20875327	7.058106836	7.132805251	7.06312836	7.213774794	7.139076379
4930577N17Rik	7.19604693	7.303821787	7.307043122	7.329411837	7.22163698	7.218415645
Ctnnb1	11.90285855	11.82079692	11.86632634	11.82063035	11.90269198	11.85716255
Nup85	9.783535521	9.633997985	9.906556115	9.759730201	9.909267738	9.636709608
Sf1	11.92042297	11.8690749	11.90455327	11.87863359	11.92998166	11.8945033
Mtch2	10.80004131	10.91780895	10.89407141	10.93744195	10.81967431	10.84341185
Gpkow	10.7107484	10.59292546	10.70508426	10.62459498	10.74241792	10.63025913
Mbp	10.76827463	10.66842706	10.79336972	10.72215425	10.82200183	10.69705917
Dok1	10.36422761	10.23441106	10.22092939	10.18719921	10.31701577	10.33049744
Slc25a25	10.08723474	10.06979733	10.10826013	10.09341378	10.11085119	10.07238839
Stub1	9.93559182	9.862156885	9.962519675	9.900026428	9.973461364	9.873098573
Phka2	9.834898894	9.633758118	9.71736124	9.618179246	9.819320022	9.7357169
Reep4	9.790461182	9.723437646	9.974913345	9.863530663	9.930554199	9.679078499
Thbd	9.521358314	9.490644265	9.451415037	9.449883526	9.480597575	9.519826803
Pgam5	9.705102	9.772168021	9.899617337	9.882609699	9.815543678	9.688094361
3830406C13Rik	9.573760168	9.67328222	9.560567358	9.636098967	9.536576914	9.649291776
Klhl20	9.285613005	9.29698936	9.330518737	9.327144696	9.31576834	9.282238964
Riox2	9.332834323	9.439426041	9.295045801	9.373732446	9.267140728	9.411520969
Ppp1r8	9.222297255	9.231876234	9.141550524	9.170426301	9.160847322	9.251173032
Pdcd7	9.306567042	9.187720637	9.308977658	9.234641907	9.353488312	9.232231291
Cox19	9.129265026	9.273057287	9.256743574	9.305120215	9.161327954	9.177641667
Nudcd2	9.070598841	9.192587058	9.197901621	9.241272869	9.119284651	9.113970089
Mfsd8	8.635408803	8.620070987	8.509872273	8.538161158	8.553498974	8.663697688
Dnajb4	8.471445384	8.487129413	8.4375277	8.464161637	8.448477609	8.498079321
Rpl10-ps5	8.531166139	8.728740369	8.651555542	8.747606556	8.550032326	8.627217153
Jade1	8.335363216	8.392799211	8.366137384	8.399847419	8.342411423	8.36907325
Pms2	8.20734036	8.203242077	8.290711188	8.264908132	8.269006414	8.181537303
9130019O22Rik	8.032553012	7.758446527	7.991268083	7.821309997	8.095416482	7.862594927
Zdhhc23	7.865786587	7.936609508	8.090570742	8.070787435	7.999964514	7.846003281
Ccdc180	7.620821716	7.651256238	7.782625708	7.748228159	7.717793638	7.586424167
Cobll1	7.405019043	7.41135946	7.364215242	7.374724323	7.368383906	7.415528124
