"geo_accession"	"age"	"exclusion markers"	"genetic background"	"phenotype markers"	"separation method"	"Sex"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"characteristics_ch1.4"	"characteristics_ch1.5"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"data_processing"	"platform_id"	"contact_name"	"contact_laboratory"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"age:ch1"	"exclusion markers:ch1"	"genetic background:ch1"	"phenotype markers:ch1"	"separation method:ch1"	"Sex:ch1"
"GSM1472046"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" LGJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.LG#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: LGJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472046/suppl/GSM1472046_EA07068_203040_MOGENE-1_0-ST-V1_T4.LGJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"LGJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472047"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" LP/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.LP#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: LP/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472047/suppl/GSM1472047_EA07068_203121_MOGENE-1_0-ST-V1_T4.LPJ_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"LP/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472048"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" LP/J"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.LP#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: LP/J"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472048/suppl/GSM1472048_EA07068_203122_MOGENE-1_0-ST-V1_T4.LPJ_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"LP/J"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472049"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" MA/MyJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.MA#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: MA/MyJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472049/suppl/GSM1472049_EA07068_203041_MOGENE-1_0-ST-V1_T4.MA_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"MA/MyJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472050"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" MA/MyJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.MA#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: MA/MyJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472050/suppl/GSM1472050_EA07068_203042_MOGENE-1_0-ST-V1_T4.MA_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"MA/MyJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472051"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" MRL/MpJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.MRL#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: MRL/MpJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472051/suppl/GSM1472051_EA07068_203123_MOGENE-1_0-ST-V1_T4.MRL_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"MRL/MpJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472052"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" MRL/MpJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.MRL#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: MRL/MpJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472052/suppl/GSM1472052_EA07068_203124_MOGENE-1_0-ST-V1_T4.MRL_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"MRL/MpJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472053"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" MSM/Ms"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.MSM#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: MSM/Ms"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472053/suppl/GSM1472053_EA07068_203043_MOGENE-1_0-ST-V1_T4.MSM_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"MSM/Ms"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472054"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" MSM/Ms"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.MSM#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: MSM/Ms"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472054/suppl/GSM1472054_EA07068_203044_MOGENE-1_0-ST-V1_T4.MSM_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"MSM/Ms"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472055"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NOD/ShiLtJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NOD#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NOD/ShiLtJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472055/suppl/GSM1472055_EA07068_203125_MOGENE-1_0-ST-V1_T4.NOD_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NOD/ShiLtJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472056"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NOD/ShiLtJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NOD#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NOD/ShiLtJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472056/suppl/GSM1472056_EA07068_203126_MOGENE-1_0-ST-V1_T4.NOD_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NOD/ShiLtJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472057"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NON/ShiLtJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NON#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NON/ShiLtJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472057/suppl/GSM1472057_EA07068_203127_MOGENE-1_0-ST-V1_T4.NON_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NON/ShiLtJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472058"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NON/ShiLtJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NON#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NON/ShiLtJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472058/suppl/GSM1472058_EA07068_203128_MOGENE-1_0-ST-V1_T4.NON_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NON/ShiLtJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472059"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NOR/LtJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NOR#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NOR/LtJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472059/suppl/GSM1472059_EA07068_203045_MOGENE-1_0-ST-V1_T4.NOR_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NOR/LtJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472060"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NOR/LtJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NOR#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NOR/LtJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472060/suppl/GSM1472060_EA07068_203046_MOGENE-1_0-ST-V1_T4.NOR_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NOR/LtJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472061"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NZB/BINJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NZB#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NZB/BINJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472061/suppl/GSM1472061_EA07068_203199_MOGENE-1_0-ST-V1_T4.NZB_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NZB/BINJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472062"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NZB/BINJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NZB#2"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NZB/BINJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472062/suppl/GSM1472062_EA07068_203200_MOGENE-1_0-ST-V1_T4.NZB_2.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NZB/BINJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
"GSM1472063"	" 6 weeks"	" CD8/11c/19/25/49b/Gr1/Ter119-"	" NZW/LacJ"	" CD3+CD4+CD62L+"	" FACs Aria"	" Male"	"T4.NZW#1"	"Public on Dec 31 2014"	"Aug 12 2014"	"Dec 31 2014"	"RNA"	"1"	"Spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD8/11c/19/25/49b/Gr1/Ter119-"	"genetic background: NZW/LacJ"	"phenotype markers: CD3+CD4+CD62L+"	"separation method: FACs Aria"	"Sex: Male"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1472nnn/GSM1472063/suppl/GSM1472063_EA07068_203129_MOGENE-1_0-ST-V1_T4.NZW_1.CEL.gz"	"24922"	"6 weeks"	"CD8/11c/19/25/49b/Gr1/Ter119-"	"NZW/LacJ"	"CD3+CD4+CD62L+"	"FACs Aria"	"Male"
